created_at,id,retweet_count,favorite_count
Thu Jan 19 19:25:24 +0000 2017,822163064745328640,4762,0
Thu Jan 19 01:04:45 +0000 2017,821886076407029760,2301,11333
Wed Jan 18 20:16:54 +0000 2017,821813639212650496,3361,0
Wed Jan 18 17:07:18 +0000 2017,821765923262631936,1657,8427
Wed Jan 18 01:01:34 +0000 2017,821522889702862852,1761,8046
Tue Jan 17 18:17:58 +0000 2017,821421320206483457,5587,0
Tue Jan 17 17:21:47 +0000 2017,821407182352777218,4336,11792
Tue Jan 17 00:33:26 +0000 2017,821153421864615936,10,257
Tue Jan 17 00:18:04 +0000 2017,821149554670182400,1975,8656
Mon Jan 16 21:32:06 +0000 2017,821107785811234820,2136,9628
Mon Jan 16 17:20:45 +0000 2017,821044531881721856,2282,12698
Mon Jan 16 03:37:31 +0000 2017,820837357901512704,6731,0
Sun Jan 15 21:49:15 +0000 2017,820749716845686786,9881,31624
Sun Jan 15 17:52:40 +0000 2017,820690176645140481,3233,12261
Sun Jan 15 04:56:16 +0000 2017,820494788566847489,566,0
Sun Jan 15 01:45:15 +0000 2017,820446719150292993,2567,0
Sat Jan 14 17:00:24 +0000 2017,820314633777061888,566,3360
Sat Jan 14 01:22:35 +0000 2017,820078625395449857,6285,19879
Fri Jan 13 21:04:55 +0000 2017,820013781606658049,1174,0
Fri Jan 13 17:00:21 +0000 2017,819952236453363712,1174,5342
Fri Jan 13 15:08:56 +0000 2017,819924195358416896,4885,12966
Fri Jan 13 01:03:12 +0000 2017,819711362133872643,3112,13416
Thu Jan 12 16:54:26 +0000 2017,819588359383371776,1992,9679
Thu Jan 12 00:55:47 +0000 2017,819347104292290561,1207,7239
Wed Jan 11 17:42:57 +0000 2017,819238181065359361,408,2279
Wed Jan 11 17:01:16 +0000 2017,819227688460238848,6731,23137
Wed Jan 11 02:57:27 +0000 2017,819015337530290176,36946,0
Wed Jan 11 02:57:26 +0000 2017,819015331746349057,19003,0
Wed Jan 11 02:21:57 +0000 2017,819006400881917954,19003,45482
Wed Jan 11 02:15:36 +0000 2017,819004803107983360,36946,87219
Tue Jan 10 02:30:30 +0000 2017,818646164899774465,21038,0
Tue Jan 10 01:15:10 +0000 2017,818627210458333184,7556,22490
Tue Jan 10 00:24:38 +0000 2017,818614493328580609,2561,9882
Mon Jan 09 22:42:41 +0000 2017,818588835076603904,6145,0
Mon Jan 09 19:14:36 +0000 2017,818536468981415936,2462,10944
Mon Jan 09 04:04:51 +0000 2017,818307523543449600,8105,0
Mon Jan 09 00:53:55 +0000 2017,818259473185828864,2270,11064
Sun Jan 08 17:20:31 +0000 2017,818145370475810820,2574,12317
Sun Jan 08 01:40:55 +0000 2017,817908911860748288,803,4878
Sat Jan 07 20:18:46 +0000 2017,817827839487737858,27130,51850
Sat Jan 07 16:59:28 +0000 2017,817777686764523521,2696,10802
Sat Jan 07 01:00:41 +0000 2017,817536400337801217,2971,11822
Fri Jan 06 22:45:43 +0000 2017,817502432452313088,3396,0
Fri Jan 06 17:33:29 +0000 2017,817423860136083457,14742,33973
Fri Jan 06 17:00:38 +0000 2017,817415592588222464,944,5620
Fri Jan 06 01:31:47 +0000 2017,817181837579653120,8487,0
Fri Jan 06 00:49:53 +0000 2017,817171292965273600,2027,8806
Thu Jan 05 21:29:55 +0000 2017,817120970343411712,2603,12281
Thu Jan 05 17:13:55 +0000 2017,817056546584727552,1648,8637
Thu Jan 05 02:09:53 +0000 2017,816829038950027264,4731,0
Thu Jan 05 01:20:46 +0000 2017,816816676327063552,2042,10059
Wed Jan 04 17:27:59 +0000 2017,816697700272001025,2200,9829
Wed Jan 04 01:05:59 +0000 2017,816450570814898180,8105,30554
Tue Jan 03 17:33:39 +0000 2017,816336735214911488,1951,8648
Tue Jan 03 01:20:49 +0000 2017,816091915477250048,2146,8996
Mon Jan 02 23:23:48 +0000 2017,816062466425819140,1022,0
Mon Jan 02 20:12:21 +0000 2017,816014286006976512,5286,0
Mon Jan 02 18:38:42 +0000 2017,815990720817401858,1022,4969
Mon Jan 02 17:00:46 +0000 2017,815966073409433600,8487,22529
Mon Jan 02 02:26:09 +0000 2017,815745968457060357,4144,0
Mon Jan 02 01:48:06 +0000 2017,815736392542261248,2270,9899
Sun Jan 01 19:22:38 +0000 2017,815639385530101762,1662,8277
Sun Jan 01 02:53:20 +0000 2017,815390420867969024,3819,10419
Sat Dec 31 00:08:17 +0000 2016,814986499976527872,1281,7708
Fri Dec 30 01:05:33 +0000 2016,814638523311648768,2704,11340
Thu Dec 29 21:06:41 +0000 2016,814578408554463233,5871,0
Thu Dec 29 17:54:58 +0000 2016,814530161257443328,1870,8691
Wed Dec 28 16:56:16 +0000 2016,814153002265309185,8715,28920
Wed Dec 28 03:08:11 +0000 2016,813944609378369540,3207,0
Wed Dec 28 00:52:25 +0000 2016,813910438903693312,1873,9358
Tue Dec 27 18:24:12 +0000 2016,813812741911748608,14038,36645
Tue Dec 27 17:36:16 +0000 2016,813800681631023104,1768,8374
Mon Dec 26 03:00:30 +0000 2016,813217897535406080,7331,18766
Mon Dec 26 02:00:11 +0000 2016,813202720496779264,1826,9301
Mon Dec 26 01:00:05 +0000 2016,813187593374461952,4374,20003
Mon Dec 26 00:00:03 +0000 2016,813172488309972993,1938,9334
Sun Dec 25 23:00:08 +0000 2016,813157409116065792,2227,7831
Sun Dec 25 22:00:04 +0000 2016,813142292504645637,2400,8542
Sun Dec 25 21:12:41 +0000 2016,813130366689148928,452,4505
Sun Dec 25 21:00:18 +0000 2016,813127251579564032,3154,11926
Sun Dec 25 20:00:07 +0000 2016,813112105746448384,2757,10372
Sun Dec 25 19:00:02 +0000 2016,813096984823349248,3647,10652
Sun Dec 25 18:00:17 +0000 2016,813081950185472002,2803,9954
Sun Dec 25 17:00:08 +0000 2016,813066809284972545,1966,8010
Sun Dec 25 16:00:16 +0000 2016,813051746834595840,7411,21141
Sat Dec 24 22:04:54 +0000 2016,812781120811126785,1913,7626
Sat Dec 24 17:18:34 +0000 2016,812709060537683968,1442,6659
Sat Dec 24 03:40:19 +0000 2016,812503143955202048,1226,6120
Sat Dec 24 01:16:12 +0000 2016,812466873996607488,1947,8026
Fri Dec 23 19:00:19 +0000 2016,812372279581671427,3682,13745
Thu Dec 22 17:23:53 +0000 2016,811985624773361665,1407,7324
Thu Dec 22 01:24:33 +0000 2016,811744202451197953,1607,7608
Wed Dec 21 19:01:02 +0000 2016,811647686436880384,747,5660
Wed Dec 21 17:39:46 +0000 2016,811627233043480576,3104,12868
Wed Dec 21 01:44:13 +0000 2016,811386762094317568,6430,21075
Mon Dec 19 23:06:23 +0000 2016,810984652412424192,1449,5375
Mon Dec 19 17:14:23 +0000 2016,810896069567610880,1785,9084
Mon Dec 19 01:26:42 +0000 2016,810657578271330305,2670,11061
Sun Dec 18 00:43:57 +0000 2016,810284430598270976,11364,35518
Sat Dec 17 22:43:27 +0000 2016,810254108431155201,3400,14824
Sat Dec 17 00:38:52 +0000 2016,809920764300447744,3970,15686
Fri Dec 16 17:14:20 +0000 2016,809808892968534016,4922,0
Thu Dec 15 17:23:04 +0000 2016,809448704142938112,1475,7001
Thu Dec 15 02:14:29 +0000 2016,809220051211603969,5644,20085
Wed Dec 14 17:16:53 +0000 2016,809084759137812480,3564,13361
Wed Dec 14 00:57:20 +0000 2016,808838249661788160,3060,10208
Tue Dec 13 18:01:07 +0000 2016,808733504066486276,2187,7968
Tue Dec 13 02:39:32 +0000 2016,808501579447930884,2619,11416
Mon Dec 12 16:16:49 +0000 2016,808344865868283904,21038,42915
Mon Dec 12 02:21:26 +0000 2016,808134635716833280,5971,0
Mon Dec 12 00:29:28 +0000 2016,808106460588765185,2227,8880
Sun Dec 11 17:31:39 +0000 2016,808001312164028416,3568,12654
Sat Dec 10 16:22:02 +0000 2016,807621403335917568,3647,14714
Fri Dec 09 06:17:20 +0000 2016,807106840509214720,55825,119262
Fri Dec 09 03:08:45 +0000 2016,807059379405148160,7404,0
Thu Dec 08 23:53:08 +0000 2016,807010152071229440,3896,13201
Wed Dec 07 22:38:52 +0000 2016,806629075125202948,34913,75328
Wed Dec 07 22:06:10 +0000 2016,806620845233815552,5577,0
Wed Dec 07 19:09:37 +0000 2016,806576416489959424,1968,4946
Wed Dec 07 16:53:43 +0000 2016,806542213899489280,2378,10320
Tue Dec 06 21:04:11 +0000 2016,806242860592926720,11718,0
Tue Dec 06 19:29:28 +0000 2016,806219024703037440,1203,6506
Tue Dec 06 02:15:59 +0000 2016,805958939288408065,5415,0
Tue Dec 06 00:32:26 +0000 2016,805932879469572096,1940,8363
Mon Dec 05 17:31:15 +0000 2016,805826884734976000,1841,6620
Mon Dec 05 17:16:37 +0000 2016,805823200554876929,8075,0
Sun Dec 04 21:14:20 +0000 2016,805520635690676224,1673,5814
Sun Dec 04 19:02:24 +0000 2016,805487436403003392,2547,8879
Sun Dec 04 00:30:29 +0000 2016,805207613751304193,1733,7906
Fri Dec 02 17:27:25 +0000 2016,804738756058218496,3839,13835
Fri Dec 02 00:02:45 +0000 2016,804475857670639616,2027,6193
Thu Dec 01 19:56:00 +0000 2016,804413760345620481,3262,0
Wed Nov 30 18:16:08 +0000 2016,804026241225523202,16282,44859
Wed Nov 30 01:31:12 +0000 2016,803773340896923648,2763,10150
Tue Nov 29 20:08:52 +0000 2016,803692223237865472,7501,0
Tue Nov 29 16:33:36 +0000 2016,803638050916102144,4181,11042
Mon Nov 28 23:30:47 +0000 2016,803380650405482500,1883,7852
Mon Nov 28 19:35:59 +0000 2016,803321560782307329,5372,0
Mon Nov 28 16:37:19 +0000 2016,803276597545603072,2476,10130
Sun Nov 27 19:09:28 +0000 2016,802952499103731712,2020,9105
Sat Nov 26 21:26:58 +0000 2016,802624713319034886,2943,0
Sat Nov 26 19:50:26 +0000 2016,802600418706604034,1482,7176
Sat Nov 26 18:00:13 +0000 2016,802572683846291456,2533,9019
Sat Nov 26 01:31:31 +0000 2016,802323869084381190,5877,16359
Fri Nov 25 21:37:47 +0000 2016,802265048156610565,1386,6819
Fri Nov 25 19:55:35 +0000 2016,802239329049477120,2644,9171
Fri Nov 25 16:22:55 +0000 2016,802185808107208704,274,0
Fri Nov 25 01:18:59 +0000 2016,801958328846974976,1734,7829
Thu Nov 24 18:28:13 +0000 2016,801854953262350336,237,1801
Wed Nov 23 21:29:33 +0000 2016,801538201127157760,2090,8311
Wed Nov 23 04:45:12 +0000 2016,801285448605831168,828,6108
Tue Nov 22 20:58:07 +0000 2016,801167903437357056,5971,24688
Tue Nov 22 18:17:08 +0000 2016,801127390143516673,3990,0
Tue Nov 22 17:28:25 +0000 2016,801115127852503040,2117,8153
Tue Nov 22 00:32:18 +0000 2016,800859414831898624,98,694
Tue Nov 22 00:17:10 +0000 2016,800855607700029440,1626,0
Mon Nov 21 17:23:47 +0000 2016,800751577355128832,2819,10667
Mon Nov 21 01:37:04 +0000 2016,800513324630806528,3014,13248
Sun Nov 20 22:02:27 +0000 2016,800459316964663297,2188,9608
Sun Nov 20 21:00:48 +0000 2016,800443802682937345,4364,0
Sun Nov 20 17:20:08 +0000 2016,800388270626521089,2839,11252
Sun Nov 20 04:06:37 +0000 2016,800188575492947969,3985,0
Sun Nov 20 00:59:15 +0000 2016,800141422401830912,2567,15431
Sat Nov 19 16:49:49 +0000 2016,800018252395122689,13284,28611
Sat Nov 19 00:40:24 +0000 2016,799774291445383169,4727,0
Fri Nov 18 23:35:32 +0000 2016,799757965289017345,2185,8472
Fri Nov 18 01:24:14 +0000 2016,799422933579902976,1943,8152
Thu Nov 17 17:50:33 +0000 2016,799308762079035393,5516,0
Thu Nov 17 17:04:16 +0000 2016,799297110730567681,2787,9986
Thu Nov 17 01:35:54 +0000 2016,799063482566066176,2493,8159
Wed Nov 16 17:01:16 +0000 2016,798933969379225600,4498,13214
Wed Nov 16 16:28:21 +0000 2016,798925684722855936,1454,7578
Wed Nov 16 01:54:03 +0000 2016,798705661114773508,6711,0
Wed Nov 16 01:39:30 +0000 2016,798701998996647937,7861,0
Wed Nov 16 01:23:12 +0000 2016,798697898615730177,6593,0
Wed Nov 16 01:09:57 +0000 2016,798694562394996736,5002,0
Wed Nov 16 00:38:54 +0000 2016,798686750113755136,2358,0
Wed Nov 16 00:22:12 +0000 2016,798682547630837760,4773,0
Tue Nov 15 23:44:44 +0000 2016,798673117451325440,5602,0
Tue Nov 15 23:13:58 +0000 2016,798665375516884993,3950,0
Tue Nov 15 21:49:12 +0000 2016,798644042770751489,1873,0
Tue Nov 15 20:47:30 +0000 2016,798628517273620480,1997,0
Tue Nov 15 17:54:59 +0000 2016,798585098161549313,5746,0
Tue Nov 15 17:22:24 +0000 2016,798576900688019456,5908,0
Tue Nov 15 01:44:00 +0000 2016,798340744599797760,3363,0
Mon Nov 14 17:03:50 +0000 2016,798209839306514432,2589,10526
Mon Nov 14 01:18:12 +0000 2016,797971864723324932,3140,11705
Sat Nov 12 21:02:38 +0000 2016,797545162159308800,4909,14696
Sat Nov 12 00:36:46 +0000 2016,797236660651966464,6642,20150
Fri Nov 11 19:55:50 +0000 2016,797165961484890113,26,226
Fri Nov 11 02:35:32 +0000 2016,796904159865868288,9004,0
Fri Nov 11 00:03:42 +0000 2016,796865951799083009,1941,7763
Thu Nov 10 17:02:03 +0000 2016,796759840936919040,3057,11945
Thu Nov 10 04:01:37 +0000 2016,796563435802726400,7338,0
Wed Nov 09 22:49:15 +0000 2016,796484825502875648,1775,7647
Wed Nov 09 16:22:22 +0000 2016,796387464403357696,4178,11108
Wed Nov 09 02:29:25 +0000 2016,796177847564038144,14403,0
Wed Nov 09 00:37:46 +0000 2016,796149749086875649,14403,32531
Tue Nov 08 23:01:49 +0000 2016,796125600683540480,1825,5014
Tue Nov 08 22:25:27 +0000 2016,796116448414461957,2439,9186
Tue Nov 08 20:00:55 +0000 2016,796080075804475393,2328,8548
Tue Nov 08 16:47:50 +0000 2016,796031486298386433,3743,10906
Mon Nov 07 03:14:10 +0000 2016,795464331001561088,23802,50022
Sun Nov 06 22:59:35 +0000 2016,795400264262053889,2896,10156
Sun Nov 06 01:33:58 +0000 2016,795076730285391872,5478,16352
Sat Nov 05 19:24:28 +0000 2016,794983741416415232,3401,0
Sat Nov 05 15:37:24 +0000 2016,794926597468000259,2321,10334
Fri Nov 04 01:48:22 +0000 2016,794355576146903043,10381,0
Fri Nov 04 00:15:59 +0000 2016,794332329137291264,2708,9678
Thu Nov 03 15:51:10 +0000 2016,794205286408003585,3351,9317
Wed Nov 02 23:45:19 +0000 2016,793962221541933056,4922,16988
Wed Nov 02 16:00:06 +0000 2016,793845145112371200,1882,9313
Wed Nov 02 00:42:53 +0000 2016,793614319594401792,3163,0
Tue Nov 01 23:53:02 +0000 2016,793601777308463104,1639,8054
Tue Nov 01 17:12:16 +0000 2016,793500921481273345,2393,10768
Tue Nov 01 03:00:09 +0000 2016,793286476301799424,9243,24811
Tue Nov 01 02:00:14 +0000 2016,793271401113350145,2412,8781
Tue Nov 01 01:00:05 +0000 2016,793256262322548741,8409,20145
Tue Nov 01 00:00:38 +0000 2016,793241302385262592,3322,10607
Mon Oct 31 23:00:11 +0000 2016,793226087023144960,2904,9924
Mon Oct 31 22:00:04 +0000 2016,793210959003287553,2826,9011
Mon Oct 31 21:00:23 +0000 2016,793195938047070209,5677,15418
Mon Oct 31 20:00:05 +0000 2016,793180763617361921,2023,7003
Mon Oct 31 19:00:10 +0000 2016,793165685325201412,2817,9489
Mon Oct 31 18:00:14 +0000 2016,793150605191548928,1717,6236
Mon Oct 31 17:00:11 +0000 2016,793135492858580992,2516,6473
Mon Oct 31 16:00:13 +0000 2016,793120401413079041,3957,12775
Mon Oct 31 02:17:31 +0000 2016,792913359805018113,4020,14474
Mon Oct 31 00:20:11 +0000 2016,792883833364439040,4306,11398
Sun Oct 30 17:02:53 +0000 2016,792773781206999040,1693,7422
Sat Oct 29 15:55:58 +0000 2016,792394556390137856,4328,13566
Fri Oct 28 17:07:05 +0000 2016,792050063153438720,1814,7217
Fri Oct 28 01:58:16 +0000 2016,791821351946420224,21283,0
Thu Oct 27 23:30:09 +0000 2016,791784077045166082,9662,0
Thu Oct 27 23:17:38 +0000 2016,791780927877898241,3854,0
Thu Oct 27 22:53:48 +0000 2016,791774931465953280,22381,45513
Thu Oct 27 16:06:04 +0000 2016,791672322847637504,3163,11850
Wed Oct 26 22:31:36 +0000 2016,791406955684368384,4144,13246
Wed Oct 26 16:14:55 +0000 2016,791312159183634433,2558,8867
Tue Oct 25 21:18:40 +0000 2016,791026214425268224,4135,0
Tue Oct 25 18:44:32 +0000 2016,790987426131050500,2151,9915
Tue Oct 25 16:00:09 +0000 2016,790946055508652032,4731,16797
Tue Oct 25 01:14:59 +0000 2016,790723298204217344,2329,0
Mon Oct 24 23:37:28 +0000 2016,790698755171364864,1942,8294
Mon Oct 24 15:53:19 +0000 2016,790581949425475584,7201,20833
Sun Oct 23 23:42:19 +0000 2016,790337589677002753,1899,7895
Sun Oct 23 19:42:02 +0000 2016,790277117346975746,3207,12678
Sun Oct 23 16:25:25 +0000 2016,790227638568808452,3593,0
Sun Oct 23 00:27:05 +0000 2016,789986466051088384,2329,9342
Sat Oct 22 22:42:52 +0000 2016,789960241177853952,4162,0
Sat Oct 22 18:57:48 +0000 2016,789903600034189313,4174,10441
Sat Oct 22 00:45:17 +0000 2016,789628658055020548,1782,7557
Fri Oct 21 22:48:24 +0000 2016,789599242079838210,1941,6824
Fri Oct 21 18:16:44 +0000 2016,789530877013393408,3401,11815
Fri Oct 21 03:56:25 +0000 2016,789314372632018944,2313,8729
Fri Oct 21 01:42:53 +0000 2016,789280767834746880,4973,0
Fri Oct 21 00:53:56 +0000 2016,789268448748703744,2626,9200
Thu Oct 20 16:15:26 +0000 2016,789137962068021249,2811,9805
Thu Oct 20 01:03:11 +0000 2016,788908386943430656,12582,27647
Wed Oct 19 15:37:03 +0000 2016,788765914992902144,10381,27576
Wed Oct 19 01:29:35 +0000 2016,788552643979468800,7231,0
Tue Oct 18 16:11:17 +0000 2016,788412144018661376,5307,15674
Tue Oct 18 00:41:57 +0000 2016,788178268662984705,2110,7285
Mon Oct 17 22:51:57 +0000 2016,788150585577050112,1295,6170
Mon Oct 17 17:32:13 +0000 2016,788070120937619456,3453,0
Mon Oct 17 15:31:05 +0000 2016,788039637453406209,1327,6181
Mon Oct 17 00:20:47 +0000 2016,787810552592695296,3079,8678
Sun Oct 16 18:11:26 +0000 2016,787717603741622272,2794,10338
Sat Oct 15 21:01:17 +0000 2016,787397959788929025,2865,10977
Sat Oct 15 16:01:13 +0000 2016,787322443945877504,1752,7843
Sat Oct 15 02:04:45 +0000 2016,787111942498508800,6805,0
Fri Oct 14 16:13:10 +0000 2016,786963064373534720,8034,26843
Fri Oct 14 00:47:00 +0000 2016,786729988674449408,2438,0
Thu Oct 13 23:23:56 +0000 2016,786709082849828864,6155,18362
Thu Oct 13 20:28:35 +0000 2016,786664955043049472,2569,10673
Thu Oct 13 15:54:28 +0000 2016,786595970293370880,3143,9517
Thu Oct 13 00:29:39 +0000 2016,786363235746385920,3522,10965
Wed Oct 12 19:24:27 +0000 2016,786286427768250368,2857,8034
Wed Oct 12 15:55:59 +0000 2016,786233965241827333,4762,15373
Wed Oct 12 03:50:17 +0000 2016,786051337297522688,155,1431
Wed Oct 12 02:53:11 +0000 2016,786036967502913536,7056,0
Tue Oct 11 19:39:28 +0000 2016,785927819176054784,3207,11477
Tue Oct 11 16:00:24 +0000 2016,785872687017132033,1825,6741
Tue Oct 11 00:34:48 +0000 2016,785639753186217984,2252,7904
Mon Oct 10 17:32:08 +0000 2016,785533386513321988,2012,9187
Mon Oct 10 16:20:36 +0000 2016,785515384317313025,1267,6168
Sun Oct 09 23:44:41 +0000 2016,785264754247995392,1637,7313
Sun Oct 09 17:31:53 +0000 2016,785170936622350336,4866,12118
Sat Oct 08 18:41:19 +0000 2016,784826020293709826,3262,10163
Fri Oct 07 22:15:26 +0000 2016,784517518371221505,2553,9021
Fri Oct 07 16:33:21 +0000 2016,784431430411685888,1278,5747
Fri Oct 07 00:06:50 +0000 2016,784183165795655680,8075,20192
Thu Oct 06 15:49:14 +0000 2016,784057939640352768,11166,29928
Thu Oct 06 01:23:05 +0000 2016,783839966405230592,10826,30216
Thu Oct 06 00:08:09 +0000 2016,783821107061198850,1988,7395
Wed Oct 05 15:47:27 +0000 2016,783695101801398276,3226,10529
Wed Oct 05 00:40:09 +0000 2016,783466772167098368,2257,8511
Tue Oct 04 19:42:03 +0000 2016,783391753726550016,5501,16980
Tue Oct 04 16:46:14 +0000 2016,783347506784731136,5572,0
Tue Oct 04 15:55:06 +0000 2016,783334639985389568,11718,29297
Mon Oct 03 23:25:55 +0000 2016,783085703974514689,2213,8202
Mon Oct 03 15:42:44 +0000 2016,782969140009107456,7404,24270
Mon Oct 03 01:00:34 +0000 2016,782747134529531904,1414,7506
Sun Oct 02 23:23:04 +0000 2016,782722598790725632,5415,17355
Sun Oct 02 15:10:30 +0000 2016,782598640137187329,1883,7841
Sat Oct 01 19:47:08 +0000 2016,782305867769217024,5588,16721
Sat Oct 01 00:58:26 +0000 2016,782021823840026624,6227,0
Fri Sep 30 20:33:43 +0000 2016,781955203444699136,3383,11181
Fri Sep 30 01:08:10 +0000 2016,781661882474196992,2724,10477
Fri Sep 30 00:41:48 +0000 2016,781655249211752448,1136,4006
Thu Sep 29 16:03:01 +0000 2016,781524693396357120,5577,20837
Thu Sep 29 01:42:20 +0000 2016,781308096455073793,2566,7178
Wed Sep 28 21:56:36 +0000 2016,781251288990355457,2083,8484
Wed Sep 28 16:07:23 +0000 2016,781163403222056960,2756,9855
Wed Sep 28 00:46:20 +0000 2016,780931614150983680,7338,21737
Tue Sep 27 19:54:58 +0000 2016,780858289093574656,2020,7216
Tue Sep 27 16:06:28 +0000 2016,780800785462489090,1305,5504
Tue Sep 27 02:53:48 +0000 2016,780601303617732608,3361,12169
Mon Sep 26 23:04:13 +0000 2016,780543529827336192,1749,6325
Mon Sep 26 19:56:24 +0000 2016,780496263422808064,3692,0
Mon Sep 26 18:38:05 +0000 2016,780476555013349377,113,0
Mon Sep 26 17:29:48 +0000 2016,780459368902959104,1081,5321
Sun Sep 25 23:47:39 +0000 2016,780192070812196864,2243,8738
Sun Sep 25 17:10:10 +0000 2016,780092040432480260,2302,0
Sun Sep 25 16:00:13 +0000 2016,780074436359819264,4983,12214
Sun Sep 25 00:06:08 +0000 2016,779834332596887552,7056,18949
Fri Sep 23 17:50:56 +0000 2016,779377524342161408,3117,8832
Fri Sep 23 01:04:56 +0000 2016,779124354206535695,18325,0
Thu Sep 22 20:33:42 +0000 2016,779056095788752897,4547,14806
Thu Sep 22 16:13:51 +0000 2016,778990705243029504,7210,20027
Thu Sep 22 01:54:34 +0000 2016,778774459159379968,9901,0
Thu Sep 22 01:16:45 +0000 2016,778764940568104960,362,871
Thu Sep 22 00:13:04 +0000 2016,778748913645780993,1313,6918
Wed Sep 21 17:42:10 +0000 2016,778650543019483137,1501,5785
Wed Sep 21 16:00:17 +0000 2016,778624900596654080,1011,4650
Wed Sep 21 01:39:11 +0000 2016,778408200802557953,4332,13663
Wed Sep 21 00:53:04 +0000 2016,778396591732486144,12244,0
Wed Sep 21 00:00:35 +0000 2016,778383385161035776,1105,5853
Tue Sep 20 17:36:50 +0000 2016,778286810187399168,3299,10397
Tue Sep 20 01:12:28 +0000 2016,778039087836069888,2646,8527
Tue Sep 20 00:24:34 +0000 2016,778027034220126208,1613,6564
Mon Sep 19 19:31:59 +0000 2016,777953400541634568,3529,0
Mon Sep 19 15:00:20 +0000 2016,777885040357281792,1634,6357
Mon Sep 19 01:42:24 +0000 2016,777684233540206592,2943,11256
Sun Sep 18 22:54:18 +0000 2016,777641927919427584,4230,0
Sun Sep 18 21:33:11 +0000 2016,777621514455814149,2506,8767
Sat Sep 17 16:57:35 +0000 2016,777189768882946048,4308,14301
Fri Sep 16 16:24:19 +0000 2016,776819012571455488,13684,0
Fri Sep 16 16:00:31 +0000 2016,776813020089548800,1208,4886
Thu Sep 15 17:48:25 +0000 2016,776477788987613185,2781,8850
Thu Sep 15 02:42:54 +0000 2016,776249906839351296,9119,0
Thu Sep 15 00:36:55 +0000 2016,776218204058357768,15864,29916
Wed Sep 14 23:30:38 +0000 2016,776201521193218049,2520,9633
Wed Sep 14 17:40:06 +0000 2016,776113305656188928,4364,11786
Wed Sep 14 16:00:49 +0000 2016,776088319444877312,151,1845
Wed Sep 14 03:27:11 +0000 2016,775898661951791106,16514,0
Tue Sep 13 23:44:54 +0000 2016,775842724423557120,2654,11723
Tue Sep 13 16:30:07 +0000 2016,775733305207554048,3990,13894
Tue Sep 13 16:13:44 +0000 2016,775729183532220416,4602,13011
Mon Sep 12 16:05:54 +0000 2016,775364825476165632,2967,7409
Mon Sep 12 15:10:21 +0000 2016,775350846108426240,3906,10184
Sun Sep 11 21:34:30 +0000 2016,775085132600442880,4727,15571
Sat Sep 10 23:54:11 +0000 2016,774757898236878852,1790,8622
Sat Sep 10 16:03:16 +0000 2016,774639387460112384,1732,6738
Fri Sep 09 18:31:54 +0000 2016,774314403806253056,5516,21791
Thu Sep 08 20:45:53 +0000 2016,773985732834758656,3851,10719
Thu Sep 08 16:33:46 +0000 2016,773922284943896577,1747,6404
Thu Sep 08 02:09:06 +0000 2016,773704687002451968,1626,6599
Wed Sep 07 23:52:41 +0000 2016,773670353721753600,1311,5362
Wed Sep 07 15:44:53 +0000 2016,773547596996571136,6145,22125
Wed Sep 07 01:47:12 +0000 2016,773336787167145985,5063,0
Tue Sep 06 23:56:05 +0000 2016,773308824254029826,7464,23321
Tue Sep 06 19:52:39 +0000 2016,773247561583001600,3248,9468
Tue Sep 06 16:10:20 +0000 2016,773191612633579521,4126,9988
Mon Sep 05 19:22:09 +0000 2016,772877495989305348,3874,8556
Mon Sep 05 15:58:34 +0000 2016,772826264096874500,2344,8048
Mon Sep 05 02:00:22 +0000 2016,772615324260794368,3374,0
Sun Sep 04 23:46:12 +0000 2016,772581559778025472,1696,6496
Sat Sep 03 22:02:38 +0000 2016,772193107915964416,1391,6039
Sat Sep 03 19:23:13 +0000 2016,772152991789019136,1127,3798
Sat Sep 03 17:02:54 +0000 2016,772117678702071809,737,3776
Sat Sep 03 16:52:02 +0000 2016,772114945936949249,467,2727
Sat Sep 03 16:04:27 +0000 2016,772102971039580160,942,3995
Sat Sep 03 03:13:29 +0000 2016,771908950375665664,1902,6589
Fri Sep 02 18:03:10 +0000 2016,771770456517009408,3363,12013
Fri Sep 02 00:12:18 +0000 2016,771500966810099713,2607,8264
Thu Sep 01 16:14:48 +0000 2016,771380798096281600,5063,10473
Thu Sep 01 02:21:21 +0000 2016,771171053431250945,7436,0
Thu Sep 01 00:04:38 +0000 2016,771136648247640064,2919,9144
Wed Aug 31 21:47:27 +0000 2016,771102124360998913,1440,6238
Wed Aug 31 15:58:28 +0000 2016,771014301343748096,1652,6864
Wed Aug 31 00:58:39 +0000 2016,770787852854652928,1197,4921
Tue Aug 30 23:58:40 +0000 2016,770772759874076672,1415,5167
Tue Aug 30 16:11:18 +0000 2016,770655142660169732,1763,7338
Tue Aug 30 00:14:12 +0000 2016,770414278348247044,2097,6320
Mon Aug 29 16:14:30 +0000 2016,770293558247038976,1473,6238
Mon Aug 29 03:00:36 +0000 2016,770093767776997377,3046,0
Mon Aug 29 01:22:47 +0000 2016,770069151037685760,2292,7588
Sun Aug 28 16:51:16 +0000 2016,769940425801170949,9531,31293
Sun Aug 28 00:37:54 +0000 2016,769695466921623552,1679,6405
Sat Aug 27 00:47:53 +0000 2016,769335591808995329,7706,0
Fri Aug 26 16:37:54 +0000 2016,769212283578875904,1712,5385
